record_id,plant_scientific_name,plant_common_name,plant_family,primary_alkaloid,primary_flavonoid,primary_terpenoid,primary_glycoside,alkaloid_pct,flavonoid_pct,terpenoid_pct,glycoside_pct,concentration_std,geographic_origin,latitude,longitude,altitude,collection_year,harvest_month,measurement_method,temperature,rainfall,soil_pH,soil_N,soil_P,soil_K,reference_pmid,reference_year
818,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Eugenol,Cinnamic acid glucoside,1.5281,4.5523,3.2243,1.0937,0.34,"Nilgiri Hills, Tamil Nadu",11.3075,76.6269,2051.0,2007,7,HPTLC,23.3,2357.8,5.37,87.1,18.3,200.0,35418478,2005
819,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.5518,4.5591,3.0941,1.2462,0.456,"Nilgiri Hills, Tamil Nadu",11.7876,76.8983,2477.3,2021,4,GC-MS,15.8,1660.5,5.15,74.4,30.5,168.5,35001508,2020
820,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,2.0553,5.0725,4.1081,1.157,0.258,"Nilgiri Hills, Tamil Nadu",11.0449,76.3887,2516.9,2008,7,HPLC,22.5,2422.4,5.08,99.4,22.3,161.5,35049796,2008
821,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.0975,3.2037,2.4944,1.3981,0.226,"Nilgiri Hills, Tamil Nadu",11.19,76.3425,1927.0,2008,11,GC-MS,14.7,1283.3,5.07,97.7,21.4,181.7,35243062,2007
822,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.7899,3.839,2.1875,1.4519,0.434,"Nilgiri Hills, Tamil Nadu",11.9536,76.638,2109.5,2016,1,HPLC-MS,14.9,772.9,4.28,83.1,3.7,222.2,35004830,2014
823,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Linalool,Cinnamic acid glucoside,1.661,4.3675,2.7493,1.5817,0.242,"Nilgiri Hills, Tamil Nadu",11.0392,76.1949,2022.2,2018,12,GC-MS,15.2,1020.4,5.02,100.2,11.0,215.8,35108320,2016
824,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.1977,3.4089,2.7992,1.1486,0.282,"Nilgiri Hills, Tamil Nadu",10.9878,76.6839,1752.3,2007,12,GC-MS,15.2,933.6,4.42,106.4,19.8,178.7,35308381,2007
825,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.6187,3.2271,2.5858,0.9966,0.49,"Nilgiri Hills, Tamil Nadu",11.859,77.273,2279.8,2009,2,HPLC,15.4,1051.0,4.5,94.7,21.3,181.2,35015639,2007
826,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.4391,4.3117,3.0838,1.3886,0.19,"Nilgiri Hills, Tamil Nadu",10.6055,76.8245,2079.3,2010,10,HPLC,19.6,1450.2,5.04,120.0,20.8,222.8,35462678,2008
827,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Eugenol,Cinnamic acid glucoside,1.5869,3.5434,2.9576,1.1237,0.49,"Nilgiri Hills, Tamil Nadu",11.514,76.8039,2232.6,2007,3,HPLC,14.1,1398.0,5.38,105.8,23.2,189.5,35079359,2006
828,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.2131,4.4621,2.4264,1.4724,0.496,"Nilgiri Hills, Tamil Nadu",11.4238,76.6742,2092.6,2006,12,UV-Vis Spectroscopy,11.8,1259.5,4.86,103.9,18.2,210.6,35477329,2005
829,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.5114,4.0901,2.207,1.4697,0.137,"Nilgiri Hills, Tamil Nadu",11.4868,76.7496,2225.7,2011,1,HPLC-MS,12.3,702.3,5.1,95.8,28.1,197.3,35073073,2011
830,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.5251,3.6328,2.8443,1.3884,0.467,"Nilgiri Hills, Tamil Nadu",11.3069,76.652,1818.3,2009,1,UV-Vis Spectroscopy,13.5,1306.0,4.96,97.8,26.0,180.2,35003966,2008
831,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.7045,4.4932,2.9601,1.5448,0.454,"Nilgiri Hills, Tamil Nadu",11.4223,75.9667,2417.8,2023,3,UV-Vis Spectroscopy,13.6,1642.6,4.84,87.5,19.5,163.1,35280772,2021
832,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.6079,3.3636,2.8056,1.515,0.14,"Nilgiri Hills, Tamil Nadu",11.5749,76.864,2437.3,2021,1,GC-MS,13.5,1182.7,5.21,109.5,11.1,193.6,35410401,2021
833,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.1339,3.7681,2.6184,1.3635,0.427,"Nilgiri Hills, Tamil Nadu",11.5531,76.7965,1673.0,2005,12,GC-MS,14.3,1089.4,5.07,116.6,22.4,184.0,35215014,2005
834,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.6659,4.1,2.5217,1.1957,0.248,"Nilgiri Hills, Tamil Nadu",11.7658,76.831,2040.0,2011,4,HPLC,17.7,1777.5,4.65,96.8,21.2,177.2,35018236,2011
835,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.3263,4.0736,3.1631,1.4581,0.338,"Ernakulam, Kerala",9.939,76.2668,21.6,2018,3,GC-MS,24.8,1892.5,5.87,115.7,34.2,210.9,22607452,2016
836,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.1972,4.0912,2.4747,1.2497,0.409,"Ernakulam, Kerala",9.7233,76.0092,162.5,2011,12,HPLC-MS,21.9,1837.4,5.63,128.9,25.4,241.3,22955169,2011
837,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Eugenol,Cinnamic acid glucoside,1.2676,3.4617,2.1674,1.3824,0.449,"Ernakulam, Kerala",9.4113,76.2659,138.2,2022,2,GC-MS,21.0,1490.6,5.7,140.0,31.0,196.5,22845836,2020
838,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.3418,4.3644,3.1749,1.1936,0.362,"Ernakulam, Kerala",9.854,77.0785,140.1,2018,4,GC-MS,25.9,3226.4,5.7,136.6,29.5,261.3,23039449,2017
839,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Linalool,Cinnamic acid glucoside,1.5187,3.9,2.7829,1.6778,0.322,"Ernakulam, Kerala",10.1474,76.0881,141.5,2023,11,GC-MS,27.3,2121.7,5.22,126.9,27.2,223.3,22593397,2023
840,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Linalool,Cinnamic acid glucoside,1.5827,4.7852,2.2525,1.3886,0.376,"Ernakulam, Kerala",10.1627,76.3021,111.2,2020,12,HPLC,24.2,1600.4,5.57,134.2,34.1,220.2,22553375,2020
841,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.127,4.5181,4.0061,1.1812,0.243,"Ernakulam, Kerala",10.1314,76.2212,184.7,2022,10,HPLC,26.6,2784.1,5.8,134.6,25.4,212.7,22711437,2020
842,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Linalool,Cinnamic acid glucoside,1.5321,3.7417,2.8634,1.16,0.311,"Ernakulam, Kerala",10.0029,76.3959,162.3,2023,4,UV-Vis Spectroscopy,27.3,2740.4,5.41,119.1,36.2,246.2,22883425,2023
843,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Eugenol,Cinnamic acid glucoside,1.5574,5.3466,2.5082,1.2176,0.343,"Ernakulam, Kerala",9.7758,76.0461,181.8,2021,10,HPLC,26.3,2643.1,5.52,128.6,30.6,211.8,22881738,2020
844,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Eugenol,Cinnamic acid glucoside,1.7813,5.2833,2.9385,1.2201,0.11,"Ernakulam, Kerala",10.2651,75.8097,113.4,2020,5,HPLC-MS,29.5,3138.2,4.98,131.4,32.2,223.2,22937367,2020
845,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Linalool,Cinnamic acid glucoside,1.4705,4.8893,2.9633,1.1651,0.209,"Ernakulam, Kerala",9.7012,76.6667,122.2,2020,5,HPLC,27.5,3523.2,5.19,149.5,32.3,203.6,22917827,2019
846,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.5775,4.3838,1.6012,1.3001,0.382,"Ernakulam, Kerala",10.0017,75.9343,191.0,2020,2,HPLC-MS,21.7,1907.5,5.49,140.7,32.5,217.6,22813990,2020
847,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Eugenol,Cinnamic acid glucoside,1.265,5.0364,3.1122,0.9133,0.192,"Ernakulam, Kerala",9.8649,76.4769,115.7,2020,5,GC-MS,29.7,2944.2,5.17,134.0,30.6,201.5,22543807,2019
848,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.506,4.114,2.1859,1.1047,0.265,"Ernakulam, Kerala",10.0138,76.1396,194.1,2023,2,GC-MS,24.4,1571.0,5.5,150.2,32.8,230.1,23008178,2023
849,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.6417,6.0812,3.7152,1.3558,0.206,"Ernakulam, Kerala",10.008,76.5108,242.7,2017,6,HPLC-MS,32.2,3918.5,5.52,113.5,35.9,234.5,22637789,2016
850,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.461,4.1556,2.6686,1.5317,0.248,"Ernakulam, Kerala",9.6828,76.0201,88.6,2015,2,HPLC,21.9,1887.3,5.09,135.6,26.3,212.1,22711343,2013
851,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Eugenol,Cinnamic acid glucoside,1.3664,3.6729,2.7367,1.3655,0.109,"Ernakulam, Kerala",9.7999,76.31,137.9,2015,11,GC-MS,27.2,2311.2,5.42,137.6,32.8,193.9,22749910,2013
852,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.9163,4.5713,3.225,1.132,0.485,"Ernakulam, Kerala",9.7059,76.5587,100.8,2019,6,HPLC-MS,33.6,3592.9,5.68,128.8,23.6,234.7,22689852,2018
853,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Eugenol,Cinnamic acid glucoside,1.335,3.4447,2.3514,1.7284,0.126,"Ernakulam, Kerala",9.7481,76.1467,10.0,2006,12,HPLC-MS,25.8,1585.5,5.9,123.4,24.9,253.4,22950316,2005
854,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.4716,5.3426,3.7652,1.3475,0.118,"Ernakulam, Kerala",10.1896,76.3378,145.3,2013,8,HPLC,28.8,3454.7,5.15,128.5,34.7,212.4,22739598,2012
855,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.5764,2.921,2.6706,1.467,0.421,"Ernakulam, Kerala",9.8368,75.8809,160.2,2021,2,GC-MS,22.5,1349.5,4.98,131.1,32.2,247.9,22956770,2020
856,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.5475,4.7457,2.0252,1.4789,0.489,"Ernakulam, Kerala",10.1819,76.2977,60.0,2015,11,HPLC,25.9,2026.0,5.74,141.3,31.8,253.4,22837964,2013
857,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.7806,6.5319,3.3834,1.0928,0.481,"Ernakulam, Kerala",10.1629,76.2918,103.0,2006,7,UV-Vis Spectroscopy,31.9,3662.8,5.53,124.2,28.7,225.4,23039135,2005
858,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.5201,5.4585,2.3481,1.1366,0.425,"Ernakulam, Kerala",10.8012,75.9531,104.3,2006,10,HPLC,28.8,2554.7,5.64,138.4,28.5,233.7,23040094,2006
859,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.2376,4.5822,2.6703,1.3081,0.423,"Ernakulam, Kerala",9.8423,76.174,114.1,2023,11,HPLC-MS,22.8,1444.9,5.57,138.1,26.1,227.5,22943930,2023
860,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Eugenol,Cinnamic acid glucoside,1.1733,4.4755,2.2957,1.327,0.121,"Pune, Maharashtra",18.1517,73.9369,727.0,2018,12,GC-MS,20.7,1313.9,6.92,90.3,36.0,200.0,30320745,2018
861,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.4188,5.0476,3.1629,1.389,0.339,"Pune, Maharashtra",17.8102,73.9009,356.9,2015,6,HPLC-MS,32.0,2322.7,6.57,112.6,22.5,199.6,30239284,2013
862,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Eugenol,Cinnamic acid glucoside,1.3198,4.1621,2.0949,1.2843,0.276,"Pune, Maharashtra",18.1628,73.7259,538.0,2011,1,HPLC-MS,21.1,1164.7,6.15,103.4,18.5,185.2,30276618,2010
863,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Linalool,Cinnamic acid glucoside,1.819,4.3971,2.5466,1.3208,0.249,"Pune, Maharashtra",18.8637,73.2456,581.2,2017,12,UV-Vis Spectroscopy,21.5,1111.7,6.45,115.1,16.4,201.3,30034964,2016
864,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.3887,4.599,3.4411,1.2398,0.226,"Pune, Maharashtra",18.1087,73.8331,551.3,2009,5,HPLC,29.5,2097.3,6.79,83.5,20.5,193.1,29959245,2009
865,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.682,5.1009,3.0163,1.4689,0.265,"Pune, Maharashtra",18.0658,73.6874,781.3,2008,11,HPLC,22.1,1657.7,6.21,81.2,15.7,207.8,30044777,2006
866,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,0.6752,5.0227,2.078,1.5651,0.142,"Pune, Maharashtra",18.1612,74.2506,522.3,2012,12,HPLC,19.3,1238.0,6.53,109.4,18.8,212.9,30351431,2011
867,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.2825,5.8104,2.3014,1.1243,0.488,"Pune, Maharashtra",18.6349,73.4783,695.7,2015,10,GC-MS,25.7,1672.4,6.32,104.8,26.7,198.5,30180106,2014
868,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.27,3.5382,2.1591,1.5022,0.401,"Pune, Maharashtra",18.4558,73.7513,640.3,2008,1,HPLC,22.5,773.7,6.13,110.7,20.2,195.2,30287362,2006
869,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.8031,4.2252,3.1178,1.391,0.216,"Pune, Maharashtra",18.3072,73.9912,570.7,2013,5,GC-MS,25.5,2114.1,6.83,122.1,24.1,195.0,29967253,2012
870,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.5505,4.4061,2.0027,1.3798,0.244,"Pune, Maharashtra",18.2859,74.0264,658.5,2012,1,GC-MS,18.3,1018.5,6.35,106.0,17.6,188.4,30064046,2012
871,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.1996,3.1019,2.6833,1.6255,0.249,"Pune, Maharashtra",18.0913,73.5978,484.8,2009,2,HPLC-MS,20.0,1447.5,6.45,103.6,27.9,191.0,29990301,2009
872,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.3482,3.4367,2.4142,1.1017,0.373,"Pune, Maharashtra",18.6101,73.7096,710.5,2009,4,HPLC,26.3,1770.8,6.62,81.7,25.0,177.2,30266772,2007
873,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Linalool,Cinnamic acid glucoside,1.295,5.6463,2.6208,1.1691,0.491,"Pune, Maharashtra",18.7684,73.8396,593.9,2007,8,GC-MS,30.1,2119.4,6.45,119.2,18.7,211.4,29936879,2006
874,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.6842,3.9055,3.0536,0.9402,0.38,"Pune, Maharashtra",19.0842,73.2741,470.3,2018,5,HPLC,27.3,1881.8,6.46,99.9,17.6,195.6,29924674,2018
875,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Linalool,Cinnamic acid glucoside,1.7453,4.5448,3.0882,1.3395,0.439,"Pune, Maharashtra",18.7149,74.1967,269.2,2013,6,HPLC,30.1,1921.6,6.69,94.5,8.6,170.3,29965533,2013
876,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.4346,4.027,2.5889,0.9552,0.452,"Pune, Maharashtra",18.5292,73.4337,485.2,2018,5,GC-MS,28.4,1994.9,6.53,82.3,15.3,221.7,30340410,2016
877,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Linalool,Cinnamic acid glucoside,1.4396,3.3664,2.6507,1.1784,0.398,"Pune, Maharashtra",17.779,73.9831,397.0,2014,3,UV-Vis Spectroscopy,23.8,1341.9,6.27,125.7,29.2,185.2,29962186,2012
878,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.3034,4.4268,3.1256,0.9011,0.472,"Pune, Maharashtra",19.6332,74.1146,452.5,2009,5,GC-MS,32.3,1881.1,6.74,91.1,21.4,200.6,30341430,2007
879,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Linalool,Cinnamic acid glucoside,1.6731,4.7105,2.3432,1.1543,0.455,"Pune, Maharashtra",18.8426,73.6917,349.0,2005,5,UV-Vis Spectroscopy,28.4,2307.6,6.39,89.7,16.2,204.0,30024530,2005
880,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Catechin,Cinnamaldehyde,Cinnamic acid glucoside,1.6387,4.6004,3.2815,1.2732,0.362,"Pune, Maharashtra",18.1272,73.8579,618.8,2005,5,GC-MS,29.1,2084.3,6.24,81.1,13.2,204.6,29894744,2005
881,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Eugenol,Cinnamic acid glucoside,1.3078,4.8239,2.8633,1.4445,0.399,"Pune, Maharashtra",18.9462,74.1119,577.0,2010,11,HPTLC,22.5,1167.4,6.34,95.7,17.2,185.3,30091684,2009
882,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Linalool,Cinnamic acid glucoside,1.1191,4.1511,1.9175,1.3184,0.312,"Pune, Maharashtra",18.1492,74.1877,624.3,2017,11,UV-Vis Spectroscopy,22.6,1353.2,6.6,93.8,25.9,172.0,30228915,2016
883,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Procyanidin,Cinnamaldehyde,Cinnamic acid glucoside,1.7414,3.5304,2.6767,1.5228,0.208,"Pune, Maharashtra",18.5914,73.6769,530.0,2021,2,HPLC,21.3,579.8,6.62,95.1,20.0,172.2,30298385,2021
884,Cinnamomum verum,Cinnamon,Lauraceae,Cinchonine,Epicatechin,Cinnamaldehyde,Cinnamic acid glucoside,1.438,4.5657,2.5628,1.6313,0.408,"Pune, Maharashtra",18.5666,73.6082,678.4,2022,11,HPLC,22.5,1436.9,6.76,107.2,16.8,191.1,30328023,2020
885,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Kaempferol,Gymnemagenin,Gymnemic acid II,1.4948,3.1732,1.2194,5.6606,0.342,"Western Ghats, Karnataka",12.4468,75.1742,801.1,2021,11,UV-Vis Spectroscopy,22.1,1750.0,5.8,162.2,26.7,212.1,32596782,2019
886,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid I,1.9667,3.6322,1.344,4.3345,0.423,"Western Ghats, Karnataka",12.7814,75.4143,708.8,2008,10,HPLC,23.5,2175.1,5.79,118.3,30.9,197.8,32670183,2008
887,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Kaempferol,Gymnemagenin,Gymnemic acid IV,2.3314,2.7818,1.243,3.5377,0.46,"Western Ghats, Karnataka",12.6222,75.3913,826.0,2006,4,GC-MS,24.0,2111.4,5.66,120.4,20.1,212.7,32867240,2005
888,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid II,1.5818,3.4629,0.7895,5.064,0.401,"Western Ghats, Karnataka",12.9852,75.069,1060.2,2022,1,HPLC,19.5,1865.7,5.19,115.9,26.0,194.4,32764409,2022
889,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Kaempferol,Gymnemagenin,Gymnemic acid I,2.2262,3.7994,1.1693,4.7144,0.325,"Western Ghats, Karnataka",12.1929,75.8052,751.8,2013,11,HPLC-MS,20.6,1907.6,5.95,138.8,22.6,186.1,32705068,2013
890,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid I,1.6754,4.3682,1.2053,4.2913,0.3,"Western Ghats, Karnataka",12.7362,75.74,1017.5,2023,8,GC-MS,28.3,3454.3,5.41,105.9,22.9,227.4,32386242,2022
891,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid II,2.3541,4.2439,1.5847,3.6155,0.273,"Western Ghats, Karnataka",12.8056,75.7583,825.4,2010,7,UV-Vis Spectroscopy,31.4,3042.3,5.6,119.1,36.4,232.7,32520137,2010
892,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Kaempferol,Gymnemagenin,Gymnemic acid II,1.4936,4.1202,1.1204,4.5031,0.494,"Western Ghats, Karnataka",12.3925,75.4996,1081.6,2013,10,HPLC,24.1,2354.4,5.14,124.9,22.8,204.0,32581923,2013
893,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid IV,1.6951,2.2776,1.1188,5.0805,0.413,"Western Ghats, Karnataka",12.7891,75.5755,1141.6,2018,2,HPLC-MS,20.3,1777.5,5.49,127.7,18.6,184.4,32621854,2018
894,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid I,2.2024,3.4134,0.9754,4.9283,0.299,"Western Ghats, Karnataka",12.0398,75.0859,788.5,2006,2,HPLC,17.5,1475.9,5.92,127.0,26.9,198.9,32552434,2006
895,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Kaempferol,Gymnemagenin,Gymnemic acid IV,2.0377,3.5701,1.2767,3.9257,0.4,"Western Ghats, Karnataka",12.2925,75.32,1095.5,2017,5,HPLC-MS,25.1,2735.5,5.33,136.6,30.9,223.6,32510443,2015
896,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid I,2.2751,3.7319,1.2939,4.189,0.132,"Western Ghats, Karnataka",11.7651,75.6384,885.4,2023,7,HPLC,27.8,3300.1,5.3,98.8,32.0,191.3,32567854,2022
897,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid I,1.6978,3.6277,1.4003,3.71,0.222,"Western Ghats, Karnataka",12.4345,75.7584,734.9,2023,9,GC-MS,27.3,2945.0,5.35,110.8,29.7,179.1,32633060,2023
898,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid IV,2.1734,3.2401,1.2186,2.9598,0.429,"Western Ghats, Karnataka",12.5456,75.7146,749.2,2013,5,HPLC,26.9,3389.5,5.52,120.7,28.9,200.8,32635215,2011
899,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid IV,2.1926,3.5161,1.2828,4.3804,0.465,"Western Ghats, Karnataka",12.2919,75.7638,779.8,2007,5,HPLC,24.7,3019.8,5.38,129.5,29.3,187.8,32599492,2007
900,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Kaempferol,Gymnemagenin,Gymnemic acid IV,1.7986,2.8812,1.007,5.2589,0.244,"Western Ghats, Karnataka",12.9826,74.9628,835.3,2018,11,HPLC-MS,20.8,2007.3,5.4,121.3,32.6,215.3,32387938,2016
901,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Kaempferol,Gymnemagenin,Gymnemic acid II,2.1985,3.9032,0.9361,4.2586,0.403,"Bhopal, Madhya Pradesh",23.2815,78.1172,452.6,2020,10,GC-MS,25.2,1037.2,6.92,82.2,18.1,190.7,33975005,2020
902,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Kaempferol,Gymnemagenin,Gymnemic acid I,1.8148,2.3855,0.8172,4.0688,0.341,"Bhopal, Madhya Pradesh",23.8767,78.0165,412.3,2013,2,HPLC,21.3,644.7,6.85,81.4,18.4,174.3,34113427,2011
903,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid IV,1.3778,4.1206,0.7709,4.4414,0.479,"Bhopal, Madhya Pradesh",23.1243,77.88,501.8,2013,11,HPLC,22.4,852.2,6.87,80.2,18.2,206.1,33843298,2012
904,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid IV,1.7095,3.7483,1.2451,4.1763,0.349,"Bhopal, Madhya Pradesh",23.5523,77.7696,429.8,2014,9,GC-MS,26.3,1229.4,7.09,95.0,23.6,144.9,34219432,2012
905,Gymnema sylvestre,Gymnema,Apocynaceae,Gymnemine,Quercetin glucoside,Gymnemagenin,Gymnemic acid II,1.4186,3.2466,1.2877,4.331,0.27,"Bhopal, Madhya Pradesh",23.255,78.3844,458.5,2012,10,HPLC,25.4,949.8,6.84,106.8,13.9,203.8,34101962,2010
